"Speeches","because_CS","last_AP","year_NN","say_VB","down_RP","i've_PPSS","first_OD","then_RB","always_RB","change_VB","there's_EX","freedom_NN","obama_NP","understand_VB","getting_VBG","clinton_NP","nuclear_JJ","already_RB","live_VB","choose_VB","clear_JJ","moment_NN","use_VB","fair_JJ","republicans_NPS","try_VB","number_NN","because_RB","side_NN","since_CS","record_NN","ahead_RB","decades_NNS","during_IN","struggling_VBG","helping_VBG","looking_VBG","example_NN","story_NN","aren't_BER","solve_VB","in_RP","gave_VBD","strategy_NN","knew_VBD","coverage_NN","2008_CD","given_VBN","deserve_VB","iowa_NP","full_JJ","tried_VBD","threat_NN","issues_NNS","hire_VB","plans_NNS","drug_NN","fundamental_JJ","november_NP","race_NN","almost_RB","helped_VBD","past_AP","wealthiest_JJT","past_NN","share_VB","courage_NN","set_VB","news_NN","cities_NNS","necessary_JJ","housing_NN","parties_NNS","answer_NN","facing_VBG","exactly_RB","anyone_PN","safe_JJ","began_VBD","steps_NNS","called_VBN","differences_NNS","achieve_VB","depression_NN","show_VB","student_NN","cutting_VBG","works_VBZ","recession_NN","accountability_NN","republican_NP","decide_VB","happens_VBZ","losing_VBG","prevent_VB","leader_NN","–_VBZ","east_NR","morning_NN","streets_NNS","win/loss"
"1992clinton920416.txt",0.0015308,0.00095675,0.0017222,0.00019135,0.00095675,0.00095675,0.00057405,0.00057405,0.00019135,0.0019135,0,0,0,0,0,0.0007654,0,0.0007654,0,0.0003827,0.00019135,0.00057405,0.00057405,0,0.00019135,0,0,0,0,0.0003827,0.00019135,0.0007654,0.00095675,0,0.00019135,0,0,0.0003827,0,0.00019135,0,0.00019135,0,0.0013395,0.00019135,0,0,0,0,0,0,0,0,0,0.00019135,0.0003827,0,0.0003827,0,0.00019135,0.0003827,0,0,0,0.00019135,0,0.0003827,0.00019135,0,0.0003827,0,0,0.00019135,0,0,0,0,0.00019135,0.00019135,0,0,0,0,0.00019135,0.0003827,0.00019135,0.00019135,0.00019135,0.00019135,0,0.00019135,0.0003827,0,0,0,0,0,0,0,0.00019135,1
"1992clinton920422.txt",0.0035579,0.0023719,0.0021347,0.00094877,0.0026091,0,0.001186,0.00094877,0.00047438,0.00071157,0.00047438,0,0,0.00023719,0.00023719,0,0,0,0.0021347,0,0,0,0,0,0.00023719,0.00047438,0.00023719,0,0,0.00023719,0,0,0,0,0,0,0,0.00071157,0,0.00023719,0.00023719,0.00023719,0.00047438,0.00023719,0.00023719,0.00047438,0,0.00023719,0.00023719,0,0,0,0,0.00023719,0,0,0.00023719,0,0.00023719,0.00023719,0,0,0,0.00023719,0,0,0,0,0,0.00023719,0,0.00047438,0,0.00071157,0,0,0,0,0.00023719,0,0,0,0,0.00047438,0.00047438,0.00023719,0.00023719,0,0,0,0,0.00047438,0,0,0,0,0,0,0,0,1
"1992clinton920716.txt",0.0017914,0.00039809,0.00059713,0.0021895,0.0011943,0.00019904,0.00019904,0.00079618,0.0015924,0.00059713,0.00019904,0.00039809,0,0,0,0,0,0,0.00039809,0.00019904,0.00059713,0.00059713,0.00079618,0.00019904,0.00019904,0,0,0.00019904,0.00039809,0,0,0.00039809,0,0,0.00039809,0.00019904,0,0,0,0,0,0.00019904,0.00019904,0,0.00019904,0.00019904,0,0.00059713,0.00039809,0,0,0.00019904,0,0,0,0,0,0,0,0.00019904,0,0,0,0.00019904,0,0,0.00039809,0,0.00019904,0.00039809,0.00019904,0,0,0,0,0,0,0,0.00019904,0,0,0,0,0,0,0.00019904,0,0.00039809,0,0,0.00019904,0,0,0.00039809,0,0,0,0,0,0.00039809,1
"1992clinton920814.txt",0,0,0,0,0.00048008,0,0.0019203,0.00048008,0.00048008,0.00096015,0,0.0024004,0,0.00048008,0,0,0.0014402,0.00048008,0.00096015,0,0.0019203,0,0,0,0.0014402,0,0.00048008,0,0.00048008,0,0.00048008,0,0,0,0,0,0,0.00048008,0,0,0,0,0.00048008,0.00096015,0,0,0,0,0,0,0.00048008,0.00048008,0,0.00048008,0,0,0,0.00096015,0,0,0,0.00048008,0,0,0.00048008,0.00048008,0,0,0,0,0.00096015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048008,0,0,0,0,0.00048008,0,0.00048008,0,0,1
"1992clinton921002.txt",0,0,0,0,0,0,0,0.0010965,0,0,0,0.004386,0,0,0,0,0,0,0,0,0.0010965,0.0010965,0.0010965,0,0,0,0,0,0,0,0.0010965,0,0,0,0,0.0010965,0,0,0,0,0,0,0.0010965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010965,0,0,0,0.0010965,0,0,0,0,0,0.002193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010965,0.0010965,0,0,0,0,0,0,0.002193,0,0,1
"1994clinton930217.txt",0.0019438,0.0014254,0.0027213,0.0027213,0.00012958,0.00012958,0.00038875,0.00025917,0.00012958,0.00064792,0.00025917,0.00012958,0,0.00012958,0,0,0.00012958,0.00025917,0.00025917,0.00025917,0.00038875,0.00025917,0.00038875,0.00025917,0.00051834,0,0,0.00025917,0,0.00051834,0,0.00012958,0.00025917,0.00012958,0,0.00025917,0,0,0.00012958,0,0,0.00038875,0,0.00012958,0,0.00025917,0,0.00012958,0.00012958,0,0.00012958,0,0,0,0,0.00012958,0,0.00038875,0,0,0.00038875,0,0,0.00012958,0.00064792,0,0.00025917,0.00012958,0,0.00025917,0.00025917,0.00012958,0.0007775,0,0,0,0,0,0,0.00025917,0.00025917,0.00012958,0,0,0.00012958,0,0.00025917,0.00025917,0,0,0,0.00025917,0,0.00012958,0,0,0,0,0,0,1
"1994clinton930430.txt",0.0022572,0.00158,0.0022572,0.0021819,0.00045143,0.00075239,0.00052667,0.00022572,0.00022572,0.00067715,0.00030096,0.0000752,0,0.0000752,0,0,0.0000752,0.00037619,0.00037619,0.00030096,0.00022572,0.00015048,0.00030096,0.00015048,0.00037619,0,0,0.00015048,0,0.00045143,0,0.00015048,0.00022572,0.00022572,0,0.00082763,0,0.00015048,0.0000752,0.0000752,0,0.00037619,0.00022572,0.0000752,0,0.00015048,0,0.00015048,0.0000752,0,0.0000752,0.00022572,0,0.0000752,0,0.0000752,0.0000752,0.00022572,0.0000752,0,0.00022572,0.0000752,0.00015048,0.0000752,0.00045143,0.00022572,0.00015048,0.00030096,0,0.00022572,0.00015048,0.00022572,0.00052667,0.00015048,0,0.0000752,0.0000752,0,0,0.00015048,0.00022572,0.0000752,0,0,0.00015048,0.00037619,0.00022572,0.00022572,0,0,0,0.00015048,0,0.00022572,0,0.0000752,0,0,0,0,1
"1994clinton940125.txt",0.0021687,0.0010843,0.0036145,0.0018072,0.00096386,0.00012048,0.00096386,0.00024096,0.00084337,0.00072289,0.00036145,0.00036145,0,0.00024096,0,0.00012048,0.00048193,0.00024096,0.00012048,0.00072289,0.00024096,0.00012048,0.00036145,0.00048193,0.00024096,0,0,0.00024096,0,0,0.00024096,0.00036145,0,0,0,0.00012048,0,0.00024096,0,0.00012048,0.00060241,0,0.00036145,0.00048193,0,0.0010843,0,0.00036145,0.00024096,0,0.00012048,0.00048193,0,0,0,0,0.00048193,0.00012048,0,0,0.00012048,0.00024096,0,0.00036145,0,0.00012048,0.00012048,0.00036145,0,0.00012048,0.00024096,0.00012048,0.00024096,0.00012048,0.00024096,0,0.00012048,0.00012048,0.00048193,0.00048193,0,0.00012048,0.00036145,0,0.00012048,0,0,0.00024096,0,0,0,0,0.00012048,0.00024096,0.00024096,0,0,0.00012048,0.00036145,0.00048193,1
"1994clinton940201.txt",0.0029295,0.0012555,0.0023017,0.0027202,0.0004185,0,0.0014647,0.0012555,0.00020925,0.000837,0.00062775,0,0,0.00020925,0.0004185,0.00020925,0,0,0.00020925,0.00020925,0.00020925,0.00020925,0.00020925,0,0.0004185,0.0004185,0.0004185,0.00020925,0.00020925,0.0004185,0,0,0.00062775,0.00020925,0.0004185,0,0,0.0010462,0,0,0.0004185,0,0,0,0,0.0018832,0,0.0004185,0,0,0.0004185,0.00062775,0,0.0004185,0,0.00020925,0,0.0004185,0,0,0.0004185,0,0,0,0,0,0,0,0.00020925,0,0.0004185,0,0,0.00020925,0,0,0.00020925,0,0.00020925,0,0,0.00020925,0,0,0,0,0,0.0004185,0,0,0,0.00020925,0.00020925,0.00020925,0,0.00020925,0,0,0,0.0004185,1
"1994clinton940315.txt",0.003296,0.0010987,0.0034058,0.0017579,0.00076906,0.00098879,0.0017579,0.001648,0.0003296,0.00043946,0.0003296,0.00010987,0,0.00043946,0.00021973,0.00021973,0,0.00043946,0.0003296,0.00021973,0,0,0,0.00010987,0,0.0020875,0.0003296,0.00010987,0.00010987,0.00021973,0.00021973,0.00010987,0,0.0003296,0,0,0,0.00043946,0.0003296,0.00054933,0.00010987,0.00087893,0,0,0,0.0013184,0,0.00010987,0,0,0.0006592,0,0.00010987,0,0.0003296,0.0003296,0.00021973,0,0,0,0.00021973,0.00010987,0.00010987,0,0,0,0,0.00010987,0.00010987,0.00010987,0,0,0,0.0003296,0.00010987,0.00021973,0,0,0.00010987,0,0.0003296,0,0,0,0.00021973,0,0,0.00010987,0.00010987,0,0.00010987,0,0,0.00021973,0,0,0,0,0.00021973,0.00010987,1
"1994clinton940801.txt",0.0012892,0.0021487,0.0012892,0.0030082,0.0025784,0,0.0012892,0.00042974,0,0.001719,0,0,0,0,0.00042974,0.00042974,0,0.00042974,0,0,0,0,0,0,0.00042974,0,0.0012892,0,0.00042974,0,0,0,0,0,0,0,0,0,0,0,0,0.00042974,0,0,0,0,0,0.00042974,0.00042974,0,0,0,0,0,0.00042974,0,0.00042974,0,0,0,0.0012892,0,0,0.00042974,0,0,0,0,0,0,0,0,0,0.0034379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085948,0,0,0,0,0.00042974,0.00085948,0,0,0,0,0,0,1
"1994clinton941019.txt",0.0015224,0.00095147,0.0022835,0.0026641,0.00095147,0.00057088,0.0019029,0.00095147,0.00076118,0.0017127,0.00038059,0.00019029,0,0,0,0,0.00038059,0.0013321,0.00019029,0.00019029,0.00038059,0.00019029,0.00019029,0.00019029,0,0.00038059,0,0.00076118,0.00038059,0.00019029,0,0,0,0,0,0.00038059,0,0,0,0,0.00038059,0.00019029,0.00019029,0.0017127,0.00019029,0,0,0,0,0,0,0.00038059,0,0.00019029,0,0,0,0,0.00019029,0,0.00019029,0.00019029,0,0,0,0,0,0,0,0.00019029,0,0,0,0.00019029,0,0,0,0.00038059,0,0,0,0,0,0.00019029,0,0,0,0,0,0,0,0,0,0.00019029,0,0,0,0.00038059,0.00019029,0,1
"1994clinton941209.txt",0.00076278,0.0020341,0.0025426,0.0012713,0.00050852,0.00025426,0.001017,0.00076278,0,0.00025426,0,0.0012713,0,0,0,0,0,0.00050852,0.00050852,0,0.00025426,0.00076278,0,0.00050852,0,0.00025426,0,0,0,0,0,0.00025426,0.00050852,0,0,0,0,0,0,0,0,0,0.00025426,0.00076278,0.00025426,0,0,0.00050852,0,0,0,0,0,0,0,0.00025426,0,0,0,0,0.00025426,0.00025426,0,0,0,0,0,0,0.00025426,0,0,0,0,0,0,0,0,0,0.00025426,0.00050852,0,0,0.00025426,0,0,0,0,0,0,0,0,0,0,0,0.00025426,0.00025426,0,0,0,0,1
"1994clinton950110.txt",0.0023805,0.0014649,0.001648,0.00054935,0.00054935,0.00036623,0.0010987,0.0010987,0.00036623,0,0.00018312,0.00018312,0,0.00018312,0.00036623,0,0,0.00036623,0.00018312,0,0.00018312,0.00018312,0.00073247,0,0.00018312,0.00036623,0,0.00018312,0,0,0,0.00036623,0,0.00018312,0,0.00018312,0,0.00073247,0,0,0.00073247,0,0.00073247,0,0.00036623,0,0,0,0,0.00018312,0.00054935,0.00018312,0,0,0.00018312,0,0.00018312,0,0,0.00036623,0.00018312,0.00018312,0,0,0,0,0,0.00036623,0,0,0.00018312,0,0,0.00018312,0.00018312,0,0,0,0,0,0.00018312,0,0,0,0.00036623,0,0.00036623,0.00018312,0,0,0,0,0.00018312,0.00018312,0,0,0,0,0,0,1
"1994clinton950113.txt",0.0010595,0.00084764,0.00063573,0.002331,0.00063573,0,0.00084764,0,0.00021191,0,0,0.0025429,0,0,0.00021191,0,0.00084764,0.00084764,0,0,0.00042382,0.00063573,0.00021191,0.00021191,0.00021191,0.00021191,0,0.00021191,0,0.00021191,0.00021191,0.00021191,0.00063573,0,0,0.00063573,0,0,0,0,0,0,0,0,0,0,0,0.00042382,0.00042382,0,0.00084764,0,0.00021191,0.00042382,0,0,0,0,0,0,0,0.00042382,0,0,0,0.00042382,0,0,0,0.00021191,0.00042382,0,0.00021191,0,0,0.00021191,0.00042382,0,0.00021191,0.00021191,0,0,0.00021191,0,0,0,0,0,0.00021191,0,0,0.00021191,0,0,0.00021191,0.00021191,0,0.00021191,0,0,1
"1994clinton950121.txt",0.0035211,0.0019366,0.00052817,0.0047535,0.0014085,0.0010563,0.00070423,0.00017606,0,0.00052817,0.0010563,0,0,0,0,0,0,0.00035211,0.00017606,0,0,0.00017606,0.00017606,0.00052817,0.00070423,0.00017606,0.00088028,0.00035211,0.00017606,0.00017606,0,0.00017606,0,0,0,0.00052817,0,0,0.00017606,0,0.00035211,0.00035211,0.00070423,0,0,0,0,0.00070423,0.00017606,0.00035211,0,0.00017606,0,0,0,0,0,0,0.00035211,0.00017606,0.00035211,0,0,0,0,0.00017606,0.00017606,0,0.00017606,0,0.00017606,0.00017606,0.00017606,0.00052817,0,0.00017606,0,0,0,0,0.00017606,0.00017606,0,0,0,0,0,0,0,0,0.00017606,0,0.00035211,0,0,0.00052817,0,0,0,0.00035211,1
"1994clinton950124.txt",0.0016602,0.0027344,0.002832,0.0010742,0.0013672,0.00048828,0.00097656,0.00058594,0.00019531,0.00058594,0.00019531,0.00068359,0,0.0000977,0.00039063,0,0.00048828,0.00039063,0.00019531,0,0,0.0000977,0.00029297,0.0000977,0.00019531,0.00019531,0.00029297,0,0,0.00078125,0.00039063,0.00019531,0,0,0,0.00029297,0,0.00029297,0,0.00019531,0.0000977,0,0.00019531,0,0,0.00029297,0,0.00039063,0.0000977,0,0,0,0.00019531,0.00019531,0,0,0.0000977,0.0000977,0,0.0000977,0.00058594,0.0000977,0.0000977,0,0.00019531,0,0.0000977,0,0,0.0000977,0,0.0000977,0,0,0.0000977,0,0.0000977,0.0000977,0.00019531,0,0.00019531,0.00019531,0,0.0000977,0,0.0000977,0.0000977,0.0000977,0,0,0.0000977,0,0,0.00019531,0,0.00019531,0,0.00019531,0,0.00039063,1
"1994clinton951130.txt",0.00089419,0.00089419,0.00029806,0.0014903,0.0017884,0,0.0020864,0,0.00089419,0,0,0.00029806,0,0,0,0,0.00029806,0.00059613,0.00029806,0,0,0,0.00029806,0.00029806,0,0,0.00029806,0,0.00059613,0,0.00029806,0,0.00029806,0,0,0,0,0.00029806,0,0.00029806,0.00029806,0,0.00029806,0,0,0,0,0.0011923,0,0,0.00029806,0.00029806,0.00029806,0,0,0,0,0,0,0.00029806,0,0.00029806,0,0,0.0014903,0.00089419,0.0011923,0,0,0,0,0,0.0011923,0,0,0,0,0,0.00059613,0,0.00029806,0.00059613,0.00029806,0,0.00029806,0,0,0,0,0,0.00029806,0.00059613,0,0,0,0,0,0.00059613,0,0.00059613,1
"1996clinton960202.txt",0.0037381,0.0015229,0.0020767,0.002492,0.002492,0.00055379,0.0015229,0.00096913,0.00027689,0.00027689,0.00027689,0.00041534,0,0,0.00013845,0.00013845,0.00069223,0,0.00041534,0,0.00013845,0,0,0,0,0,0.00083068,0,0,0.00027689,0.00027689,0.00041534,0,0,0,0,0.00027689,0,0.00013845,0,0.00041534,0.00041534,0.00027689,0.00027689,0,0.00027689,0,0.00027689,0,0,0.00013845,0.00027689,0,0,0,0,0.00069223,0,0.00041534,0.00027689,0.00027689,0,0,0,0,0.00013845,0,0,0.00027689,0.00013845,0.00027689,0,0.00013845,0,0,0,0,0.00013845,0,0,0,0.00096913,0,0,0,0,0,0.00041534,0.00013845,0,0.00013845,0.00013845,0.00041534,0,0,0,0,0.00013845,0,0.00027689,1
"1996clinton960211.txt",0.0024679,0.0019743,0.0024679,0.0041132,0.00082264,0.0013162,0.00065811,0.00016453,0,0.00032906,0.00065811,0.00082264,0,0.00016453,0.00016453,0,0.00065811,0,0.00049358,0,0,0.00016453,0.00032906,0.00016453,0,0.00016453,0.00049358,0,0.00049358,0.00016453,0.00049358,0,0.00016453,0,0,0,0,0,0.00016453,0,0.00049358,0.00016453,0,0,0,0.00016453,0,0,0,0.0016453,0.00049358,0.00016453,0.00016453,0,0.00016453,0,0.00032906,0,0.00016453,0,0.00032906,0,0,0,0,0,0,0,0.00082264,0.00016453,0,0,0,0,0.00016453,0,0,0.00065811,0,0,0,0,0.00032906,0,0,0.00065811,0,0,0,0,0.00032906,0.00016453,0.00016453,0,0.00016453,0.00016453,0,0.00016453,0,0.00032906,1
"1996clinton960216.txt",0.0011985,0.0011985,0.00095877,0.0026366,0.00047939,0.0011985,0.00071908,0.00023969,0.00071908,0,0,0.00023969,0,0,0.00023969,0.00023969,0,0.00023969,0.0011985,0,0,0,0,0.00023969,0,0.00023969,0.00023969,0,0,0.00023969,0.00023969,0,0,0,0,0,0.00023969,0,0,0.00023969,0.00023969,0.00023969,0.00023969,0,0.00047939,0,0,0,0,0,0,0.00071908,0,0,0,0,0,0,0,0,0.00023969,0,0,0,0,0,0.00047939,0.00023969,0.00047939,0,0,0,0,0,0.00047939,0,0,0,0,0,0,0,0,0,0.00023969,0,0,0.00023969,0,0,0,0,0.00071908,0,0.00023969,0,0,0,0,0.00023969,1
"1996clinton960217.txt",0.0020121,0.0017606,0.0012575,0.0035211,0.0020121,0,0.00050302,0,0,0.00050302,0,0.00075453,0,0,0.00025151,0.00025151,0.00075453,0,0.00075453,0,0,0.00025151,0,0.00025151,0,0.00050302,0,0.00025151,0,0,0.00050302,0,0,0,0,0,0,0,0,0.00025151,0.00050302,0,0.001006,0,0.00050302,0,0,0,0.001006,0,0.00050302,0,0,0.00025151,0,0,0.00050302,0,0,0,0.00050302,0,0,0,0,0,0,0,0.00025151,0.00025151,0,0,0,0.00025151,0,0.00025151,0,0,0,0,0,0,0.00050302,0,0,0,0,0,0,0,0.00025151,0.00050302,0.00050302,0,0.00025151,0,0,0,0.00025151,0.00025151,1
"1996clinton960304.txt",0.0017341,0.0026975,0.0011561,0.0038536,0.00077071,0.00019268,0.00096339,0.00057803,0,0.00057803,0,0.00038536,0,0.00019268,0,0,0,0,0.00077071,0,0.00038536,0.00019268,0,0.00077071,0.00019268,0.00096339,0.00038536,0,0,0.00019268,0.00057803,0.00019268,0,0,0,0,0,0.00038536,0,0,0,0.00038536,0,0.00019268,0,0,0,0.00057803,0,0,0.00019268,0,0,0,0,0.00038536,0,0.00019268,0.00057803,0,0.00057803,0,0,0,0,0,0,0,0.00038536,0,0.00019268,0,0,0.00019268,0,0,0,0,0.00019268,0,0,0,0,0,0,0,0,0.00019268,0,0,0.00019268,0,0.00019268,0.00019268,0,0,0,0,0,0.00019268,1
"1996clinton960429.txt",0.0029377,0.0011751,0.00078339,0.0017626,0.00097924,0.00058754,0.00078339,0.0003917,0.00019585,0.00019585,0.00078339,0.0011751,0,0.00019585,0,0.0003917,0.0003917,0,0.0015668,0,0.0011751,0,0.00019585,0.00019585,0.00019585,0.0011751,0,0,0,0.00019585,0.0003917,0.00019585,0,0,0,0.0003917,0,0,0,0,0.00019585,0,0.0003917,0.0003917,0,0,0,0.0003917,0.0003917,0,0,0,0.0003917,0.00058754,0,0.00019585,0.0003917,0,0.00058754,0.00058754,0.00019585,0,0,0,0.0003917,0,0,0,0.0003917,0.00019585,0.00019585,0,0.00058754,0.00019585,0,0,0.00019585,0.00078339,0,0,0,0.0003917,0,0,0,0.00019585,0,0,0,0,0.0003917,0.0003917,0,0,0.00019585,0,0,0,0,0.00019585,1
"1996clinton960517.txt",0.0017513,0,0.0017513,0.0017513,0.0017513,0,0,0,0,0,0.00087566,0.00087566,0,0,0,0,0,0.00087566,0.00087566,0,0,0,0,0,0,0.0017513,0,0,0,0,0,0,0.00087566,0,0,0,0,0,0,0,0.00087566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087566,0,0,0,0.00087566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087566,0,0.0070053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087566,1
"1996clinton960523.txt",0.00047371,0.00047371,0.00047371,0.0037897,0.00047371,0,0.0014211,0.00047371,0,0,0.00047371,0.0014211,0,0,0,0,0.0018948,0,0.00047371,0,0,0,0,0.00094742,0,0.00047371,0,0.00047371,0.00047371,0,0,0.00094742,0,0,0,0,0,0.00047371,0,0,0.00047371,0,0,0,0.00047371,0,0,0,0.00047371,0,0,0,0,0,0,0,0.00047371,0,0,0.00047371,0,0.00047371,0,0,0,0,0,0,0,0.00094742,0,0,0,0,0.00047371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094742,0,0,0,0,0,0,0,0,1
"1996clinton960609.txt",0.0025878,0.00073937,0.0014787,0.0018484,0.0018484,0.00036969,0.0011091,0.00073937,0.00073937,0.0014787,0.00036969,0.00036969,0,0.00036969,0,0.00036969,0.00036969,0.00073937,0.0011091,0,0,0,0,0,0.00036969,0.00036969,0,0.00036969,0.00036969,0,0,0.00036969,0,0,0.00036969,0.00036969,0,0,0,0,0.00036969,0.00036969,0,0,0,0,0,0,0,0,0,0,0,0.00036969,0,0,0.00036969,0,0.00036969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036969,0,0,0,0,0.00036969,0,0,0,0,0.00036969,0,0,0.00036969,0,0.00036969,0,0,0.00036969,0,0,0.00036969,0,0,0,0,0,1
"1996clinton960610.txt",0.0037975,0.0021097,0.0021097,0.0037975,0.0012658,0.00042194,0.0012658,0.0012658,0.0012658,0.00042194,0.00042194,0,0,0,0.00042194,0,0,0.00042194,0.00042194,0,0.00042194,0,0,0,0,0,0.00084388,0.00042194,0,0.00084388,0,0,0,0,0,0.0012658,0,0,0,0,0.00042194,0,0.00084388,0,0,0,0,0,0,0,0,0.0012658,0,0,0,0,0.00042194,0,0,0.00042194,0,0,0.00042194,0,0,0,0,0,0,0,0,0,0,0,0.00042194,0,0.00042194,0.00084388,0,0,0,0,0,0,0.00042194,0,0,0,0,0,0.00042194,0,0,0,0,0,0,0,0.00084388,0.0016878,1
"1996clinton960710.txt",0.0011409,0.00085568,0.0014261,0.0042784,0.00028523,0.00028523,0.0011409,0,0.00057045,0,0.00085568,0.00028523,0,0,0.00057045,0.00028523,0.00057045,0.00028523,0.00057045,0,0.00028523,0,0,0,0,0,0,0.00057045,0,0.00057045,0,0.00057045,0,0,0,0,0,0.00028523,0.00028523,0,0.00028523,0.00028523,0,0,0,0,0,0,0.00028523,0,0.00028523,0,0,0,0,0.00028523,0,0,0,0.00028523,0.00028523,0,0,0.00028523,0,0,0,0,0,0,0,0,0,0.00057045,0,0,0,0,0,0,0,0.00057045,0,0.00028523,0,0.00085568,0.00028523,0,0,0,0,0.00028523,0,0,0,0,0,0,0,0,1
"1996clinton960723.txt",0.0014228,0.00094854,0.00094854,0.00071141,0.0011857,0.00047427,0.00094854,0.00047427,0,0.00023714,0.00094854,0.00023714,0,0,0.00047427,0,0,0.00047427,0.00023714,0.00023714,0.00023714,0.00023714,0.00047427,0,0,0.0014228,0.0016599,0,0,0.00047427,0.00047427,0.00023714,0,0,0,0.00023714,0.00047427,0,0,0.00047427,0,0,0,0.00023714,0,0,0,0.00023714,0,0,0,0.00023714,0,0.00023714,0.00023714,0,0.00023714,0,0,0.00047427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094854,0,0.00023714,0,0,0.00047427,0.00023714,0,0,0,0.00023714,0,0,0,0,0.00023714,0.00023714,0.00023714,0.00023714,0,0,0.00047427,0.00094854,1
"1996clinton960826.txt",0.0012666,0.0016466,0.0016466,0.0021533,0.0013933,0.00012666,0.0016466,0.00025332,0.00075997,0.00025332,0.00012666,0.00088664,0,0,0.00037999,0,0.00050665,0.00012666,0.00050665,0.00025332,0.00025332,0.00012666,0.00037999,0.00012666,0,0.00037999,0.00012666,0,0,0.00012666,0.00050665,0,0,0,0,0,0.00012666,0,0,0,0,0.00025332,0.00012666,0.00050665,0.00025332,0,0,0.00012666,0.00050665,0,0.00012666,0,0.00037999,0.00012666,0.00012666,0,0.00012666,0,0,0.00012666,0.00012666,0.00012666,0,0,0.00025332,0.00012666,0,0.00012666,0.00025332,0.00025332,0.00012666,0,0.00012666,0.00012666,0,0,0.00012666,0.00075997,0.00012666,0.00012666,0,0.00012666,0,0,0,0,0,0,0.00012666,0,0.00012666,0,0,0,0.00012666,0.00012666,0,0.00012666,0.00012666,0.00050665,1
"1996clinton960906.txt",0.0028097,0.0012771,0.0012771,0.003576,0.001788,0.00076628,0.001788,0.0010217,0,0.00025543,0,0,0,0.00076628,0.00025543,0,0,0.00025543,0.00025543,0,0,0,0.00025543,0,0,0,0.00025543,0,0,0.00076628,0.00025543,0,0,0,0,0.00025543,0.00025543,0.00025543,0,0,0,0.00051086,0.00025543,0.00025543,0,0,0,0,0.00025543,0,0,0.00051086,0,0.00025543,0,0,0,0,0,0.00076628,0,0,0,0.00025543,0.00025543,0,0,0,0.00025543,0,0,0,0,0,0,0.00025543,0,0,0,0,0,0.00025543,0,0,0.00051086,0,0.00051086,0.00025543,0,0,0,0,0,0,0,0,0,0,0,0,1
"1996clinton960929.txt",0.0012538,0.0015045,0.0011284,0.0022568,0.0013791,0.00012538,0.0016299,0.00025075,0.00075226,0.00025075,0.00012538,0.00087763,0,0,0.00037613,0.00012538,0.0005015,0.00012538,0.0005015,0.00025075,0.00025075,0.00012538,0.00037613,0.00012538,0,0.00037613,0.00012538,0,0,0.00012538,0.0005015,0,0,0,0,0,0.00012538,0,0,0,0,0.00025075,0.00012538,0.0005015,0.00025075,0,0,0.00012538,0.0005015,0,0.00012538,0,0.00037613,0.00012538,0.00012538,0,0.00012538,0,0,0.00012538,0.00012538,0.00012538,0,0,0.00025075,0.00012538,0,0.00012538,0.00025075,0.00025075,0.00012538,0,0.00012538,0.00012538,0,0,0.00012538,0.00075226,0.00012538,0.00012538,0,0.00012538,0,0,0,0,0,0,0.00012538,0,0.00012538,0,0,0,0.00012538,0.00012538,0,0.00012538,0.00012538,0.0005015,1
"1996dole960203.txt",0,0,0,0,0,0,0.0053667,0,0,0,0,0,0,0,0,0.0017889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017889,0.0017889,0,0,0.0017889,0,0,0,0,0,0,0,0,0.0017889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996dole960217.txt",0.00038625,0,0.0027037,0.00038625,0.00038625,0,0.0007725,0.0007725,0.00038625,0,0,0.004635,0,0,0,0.00309,0,0,0.00038625,0.0023175,0.00038625,0,0.0007725,0.0011587,0,0,0.0007725,0,0,0,0.00038625,0,0,0,0.0007725,0,0,0.00038625,0,0.00038625,0,0.00038625,0,0,0,0,0,0,0.00038625,0,0,0,0,0,0,0,0,0,0,0,0.00038625,0,0.0007725,0,0.0007725,0,0,0.00038625,0,0,0,0,0,0.00038625,0,0.00038625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011587,0,0.0007725,0,0,0,0,0
